Quận / huyện,Tên,Địa chỉ,Note,Review,MXH,lat,lon
Đống Đa,Kangnam Photo,"https://www.google.com/maps/place/Bee.booth+-+Photobooth+H%C3%A0+N%E1%BB%99i/@21.0146736,105.8093909,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abb77ffd33d1:0xcc7aac54993c0086!8m2!3d21.0146736!4d105.8093909!16s%2Fg%2F11yhlxv45_?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0146736,105.8093909
Đống Đa,Fun Studio Complex 01,"https://www.google.com/maps/place/Fun+Studio+Complex+01/@21.0106387,105.8266838,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abe1c9dcb83f:0x68a896b9a409a641!8m2!3d21.0106387!4d105.8266838!16s%2Fg%2F11w4kkq47f?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0106387,105.8266838
Đống Đa,Oldmoon Self Studio,"https://www.google.com/maps/place/Photo+Story+-+%ED%8F%AC%ED%86%A0%EC%8A%A4%ED%86%A0%EB%A6%AC+Block+D6+%C4%90%E1%BA%B7ng+V%C4%83n+Ng%E1%BB%AF/@21.010439,105.8323148,17z/data=!3m1!4b1!4m6!3m5!1s0x3135add07815cf85:0x2d1e139e206dbb34!8m2!3d21.010439!4d105.8323148!16s%2Fg%2F11l20x6b7h?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.010439,105.8323148
Đống Đa,Haru Film Chùa Bộc,"https://www.google.com/maps/place/Photo+Razzle+Dazzle+104+C2+Ph%E1%BA%A1m+Ng%E1%BB%8Dc+Th%E1%BA%A1ch/@21.0082079,105.8334582,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad0022ab0d4f:0x974c6e05324dbe7!8m2!3d21.0082079!4d105.8334582!16s%2Fg%2F11ydplxr9p?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0082079,105.8334582
Đống Đa,Life4cuts photobooth - 인생네컷,"https://www.google.com/maps/place/CameraOn+Chua+Boc/@21.007593,105.828311,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad78082cc611:0xde738f7d1ae8634c!8m2!3d21.007593!4d105.828311!16s%2Fg%2F11xlhjpx3j?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.007593,105.828311
Đống Đa,PHOTO TIME - CHÙA LÁNG,"https://www.google.com/maps/place/Haru+Film+Ch%C3%B9a+B%E1%BB%99c/@21.0074057,105.8282777,17z/data=!3m1!4b1!4m6!3m5!1s0x3135addd4e78fb41:0xcd4ae038d05bbf0!8m2!3d21.0074057!4d105.8282777!16s%2Fg%2F11mdgxp9rx?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0074057,105.8282777
Đống Đa,Photo Story - 포토스토리 128 Chùa Láng,"https://www.google.com/maps/place/Photo+Ho%C3%A0ng/@21.0072169,105.8267675,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ac805a95f087:0xc93bf665b59263a!8m2!3d21.0072169!4d105.8267675!16s%2Fg%2F11j34xtp_v?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0072169,105.8267675
Đống Đa,Photo Story,"https://www.google.com/maps/place/MonoClick+-+photobooth/@21.0071781,105.8267313,17z/data=!3m1!4b1!4m6!3m5!1s0x3135adf488fd7abb:0xae824f024b89b49d!8m2!3d21.0071781!4d105.8267313!16s%2Fg%2F11wntw2w0k?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0071781,105.8267313
Đống Đa,Petite Film Photobooth,"https://www.google.com/maps/place/Photoism/@21.0071738,105.8266425,17z/data=!4m10!1m2!2m1!1sphotoism!3m6!1s0x3135ad00157b2f61:0x8cfd79651ab59108!8m2!3d21.0071738!4d105.8288312!15sCghwaG90b2lzbVoKIghwaG90b2lzbZIBEnBob3RvZ3JhcGh5X3N0dWRpb5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuVFVOUmVsOHRNa3huRUFF4AEA-gEECAAQKw!16s%2Fg%2F11wwrw3rw9?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0071738,105.8266425
Đống Đa,PHOTOSONA,"https://www.google.com/maps/place/Linh+Linh+Photobooth/@21.00688,105.8295029,17z/data=!3m1!4b1!4m6!3m5!1s0x3135adbb7ee63c87:0x332f061615a47e28!8m2!3d21.00688!4d105.8295029!16s%2Fg%2F11ysxn71cs?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.00688,105.8295029
Đống Đa,Photoism,"https://www.google.com/maps/place/Photo+Palette/@21.0066235,105.8300058,17z/data=!3m1!4b1!4m6!3m5!1s0x3135adaa89224cc3:0x4bcfdd1b7af85bcd!8m2!3d21.0066235!4d105.8300058!16s%2Fg%2F11x8vvwrmp?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0066235,105.8300058
Đống Đa,Photoism,"https://www.google.com/maps/place/Kangnam+Photo/@21.0064355,105.8303871,17z/data=!3m1!4b1!4m6!3m5!1s0x3135adb8d24b2acb:0x9558db943c161eed!8m2!3d21.0064355!4d105.8303871!16s%2Fg%2F11kq12n9zk?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0064355,105.8303871
Đống Đa,Photo Easel Vincom Phạm Ngọc Thạch,"https://www.google.com/maps/place/Photo+Easel+Vincom+Ph%E1%BA%A1m+Ng%E1%BB%8Dc+Th%E1%BA%A1ch/@21.0062499,105.8320621,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad002a979b63:0x954c8fd3bbdefa13!8m2!3d21.0062499!4d105.8320621!16s%2Fg%2F11wfrr05vx?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0062499,105.8320621
Đống Đa,Photo Easel - Photobooth Đống Đa,"https://www.google.com/maps/place/Photo+Objet/@20.9905279,105.006036,8z/data=!4m10!1m3!11m2!2sIwyP8EEmeod9_9UtXBVdnH6EEqELIA!3e3!3m5!1s0x3135ad00462e4ce5:0xbed4cb1dc3a196f1!8m2!3d21.0062222!4d105.8320833!16s%2Fg%2F11wtm7shff?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9905279,105.006036
Gia Lâm,Razzle Dazzle Vincom Ocean Park,"https://www.google.com/maps/place/Razzle+Dazzle+Vincom+Ocean+Park/@20.9938915,105.9593842,17z/data=!3m1!4b1!4m6!3m5!1s0x3135af0058926571:0x63778bb2d8dac5ad!8m2!3d20.9938915!4d105.9593842!16s%2Fg%2F11lzf20mtc?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9938915,105.9593842
Hà Đông,"Photo Palette - Văn Quán, Hà Đông","https://www.google.com/maps/place/Life4cuts+photobooth+-+%EC%9D%B8%EC%83%9D%EB%84%A4%EC%BB%B7/@20.9901947,105.7165363,13z/data=!4m10!1m2!2m1!1slife4cuts!3m6!1s0x313453753a91f939:0x987823b9eac876e2!8m2!3d20.9901947!4d105.7515552!15sCglsaWZlNGN1dHNaCyIJbGlmZTRjdXRzkgEScGhvdG9ncmFwaHlfc3R1ZGlv4AEA!16s%2Fg%2F11txhnctp8?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9901947,105.7165363
Hà Đông,Fun Studio Tô Hiệu,"https://www.google.com/maps/place/Oldmoon+Self+Studio/@20.9832915,105.7926882,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad7755a8c7ed:0x16e12544d6a139d0!8m2!3d20.9832915!4d105.7926882!16s%2Fg%2F11h7pz7vw8?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9832915,105.7926882
Hà Đông,Photo Story,"https://www.google.com/maps/place/Photo+Razzle+Dazzle+H%E1%BB%93+G%C6%B0%C6%A1m+Plaza+H%C3%A0+%C4%90%C3%B4ng/@20.9790436,105.7856479,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad0031496cc7:0xe001e6933502c67b!8m2!3d20.9790436!4d105.7856479!16s%2Fg%2F11y9y4vq9m?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9790436,105.7856479
Hà Đông,Photo Story Văn Phú,"https://www.google.com/maps/place/Linh+Linh+Photobooth/@20.9780041,105.7872314,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad0018db86bd:0x4604c550e550eeae!8m2!3d20.9780041!4d105.7872314!16s%2Fg%2F11y000hlhc?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9780041,105.7872314
Hà Đông,RETRO 19XX,"https://www.google.com/maps/place/Photo+Palette+-+V%C4%83n+Qu%C3%A1n,+H%C3%A0+%C4%90%C3%B4ng/@20.9758777,105.7888554,17z/data=!3m1!4b1!4m6!3m5!1s0x3135adb209ff9185:0x14dfcc5d8ea86d68!8m2!3d20.9758777!4d105.7888554!16s%2Fg%2F11xc_ttzl9?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9758777,105.7888554
Hà Đông,Photo Razzle Dazzle Hồ Gươm Plaza Hà Đông,"https://www.google.com/maps/place/Memory+Booth/@20.9698979,105.7749482,17z/data=!3m1!4b1!4m6!3m5!1s0x313453006da0e127:0x756247750b09ef84!8m2!3d20.9698979!4d105.7749482!16s%2Fg%2F11wxm5y0cj?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9698979,105.7749482
Hà Đông,Memory Booth,"https://www.google.com/maps/place/Photo+Story/@20.9687438,105.7796168,17z/data=!3m1!4b1!4m6!3m5!1s0x313453006afeb221:0x677a5068ea9a48b8!8m2!3d20.9687438!4d105.7796168!16s%2Fg%2F11x5gx4kqz?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9687438,105.7796168
Hà Đông,Linh Linh Photobooth,"https://www.google.com/maps/place/Fun+Studio+T%C3%B4+Hi%E1%BB%87u/@20.964218,105.7743769,17z/data=!3m1!4b1!4m6!3m5!1s0x31345300231591e3:0xe12a5ec897be3976!8m2!3d20.964218!4d105.7743769!16s%2Fg%2F11m5f603q5?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.964218,105.7743769
Hà Đông,Oldmoon Self Studio,"https://www.google.com/maps/place/RETRO+19XX/@20.9634704,105.7667326,17z/data=!3m1!4b1!4m6!3m5!1s0x31345300406db5b1:0xdbfe2cb51f3302d0!8m2!3d20.9634704!4d105.7667326!16s%2Fg%2F11yd70zcj_?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9634704,105.7667326
Hà Đông,Life4cuts photobooth - 인생네컷,"https://www.google.com/maps/place/Photo+Story+V%C4%83n+Ph%C3%BA/@20.9591568,105.7674081,17z/data=!3m1!4b1!4m6!3m5!1s0x313453ba22890e45:0x4aea5c68354315e4!8m2!3d20.9591568!4d105.7674081!16s%2Fg%2F11ygr_8tc9?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9591568,105.7674081
Hai Bà Trưng,Calico Film,"https://www.google.com/maps/place/Calico+Film/@21.004516,105.851247,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad6165e957e7:0x7d039c807b762a80!8m2!3d21.004516!4d105.851247!16s%2Fg%2F11xz5xkzfh?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.004516,105.851247
Hai Bà Trưng,Photo Story - 포토스토리 34 Trần Đại Nghĩa,"https://www.google.com/maps/place/Photo+Story/@21.0023618,105.8447041,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad2605f14077:0x6351f649bd9e03f!8m2!3d21.0023618!4d105.8447041!16s%2Fg%2F11lcd1_4dv?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0023618,105.8447041
Hai Bà Trưng,SAYCHEESE- TRẦN ĐẠI NGHĨA,"https://www.google.com/maps/place/Photo+Easel+-+PhotoBooth+T%E1%BA%A1+Quang+B%E1%BB%ADu/@21.0018347,105.8405116,15z/data=!4m10!1m2!2m1!1sphoto+easel!3m6!1s0x3135ad0075e93643:0x688e164ebcaa5d32!8m2!3d21.0018347!4d105.8492663!15sCgtwaG90byBlYXNlbFoNIgtwaG90byBlYXNlbJIBC3Bob3RvX2Jvb3RomgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU4yYkRSMWFHRjNFQUXgAQD6AQQIABA0!16s%2Fg%2F11wtbxch99?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0018347,105.8405116
Hai Bà Trưng,Photo Easel - Premium Self Photo Studio,"https://www.google.com/maps/place/Deluxe+by+Fun+Studio/@21.0002795,105.8451915,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad0b608ba6e9:0xcaee9d996ad6172d!8m2!3d21.0002795!4d105.8451915!16s%2Fg%2F11wxthb1_k?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0002795,105.8451915
Hai Bà Trưng,Deluxe by Fun Studio,"https://www.google.com/maps/place/SAYCHEESE-+TR%E1%BA%A6N+%C4%90%E1%BA%A0I+NGH%C4%A8A/@21.0002177,105.8451412,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad004b75e60b:0x1299129bb407a37c!8m2!3d21.0002177!4d105.8451412!16s%2Fg%2F11m5fsl25h?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0002177,105.8451412
Hai Bà Trưng,Life4cuts photobooth Vincom Times City,"https://www.google.com/maps/place/Photosona/@20.9986538,105.8459736,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad89650d3173:0x60d33aafe8772aee!8m2!3d20.9986538!4d105.8459736!16s%2Fg%2F11xf4xpvz_?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9986538,105.8459736
Hai Bà Trưng,Photosona,"https://www.google.com/maps/place/Photo+Easel+-+Premium+Self+Photo+Studio/@20.9963556,105.8332236,13z/data=!4m10!1m2!2m1!1sphoto+easel+!3m6!1s0x3135ad0009916e41:0xbacfacd0e639f713!8m2!3d20.9963556!4d105.8682425!15sCgtwaG90byBlYXNlbFoNIgtwaG90byBlYXNlbJIBC3Bob3RvX2Jvb3Ro4AEA!16s%2Fg%2F11wj4z3jl3?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9963556,105.8332236
Hai Bà Trưng,Photo Easel - PhotoBooth Tạ Quang Bửu,"https://www.google.com/maps/place/Life4cuts+photobooth+Vincom+Times+City/@20.9952902,105.8695216,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ad9115083b7d:0x91c19816627bbcc3!8m2!3d20.9952902!4d105.8695216!16s%2Fg%2F11ss7jjvfl?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9952902,105.8695216
Hoài Đức,Photo Diary,"https://www.google.com/maps/place/Photo+Diary/@21.0701887,105.7071006,17z/data=!3m1!4b1!4m6!3m5!1s0x3134550013279ebb:0xa63b76dbc59595dd!8m2!3d21.0701887!4d105.7071006!16s%2Fg%2F11ycc3chnn?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0701887,105.7071006
Hoài Đức,Dreamy Photobooth Hoài Đức,"https://www.google.com/maps/place/Dreamy+Photobooth+Ho%C3%A0i+%C4%90%E1%BB%A9c/@21.0525896,105.704669,17z/data=!3m1!4b1!4m6!3m5!1s0x313455001bb1e633:0x1a7bb349b35355ef!8m2!3d21.0525896!4d105.704669!16s%2Fg%2F11md7pxzmg?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0525896,105.704669
Hoài Đức,MomentMe Photobooth,"https://www.google.com/maps/place/MomentMe+Photobooth/@21.0466898,105.6797768,17z/data=!3m1!4b1!4m6!3m5!1s0x313457004d83797d:0xb1ee5099f2d528c!8m2!3d21.0466898!4d105.6797768!16s%2Fg%2F11mcsxt72h?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0466898,105.6797768
Hoàn Kiếm,FilmoraVN - Premium Selfbooth,"https://www.google.com/maps/place/95+P.+H%C3%A0ng+G%C3%A0,+H%C3%A0ng+B%E1%BB%93,+Ho%C3%A0n+Ki%E1%BA%BFm,+H%C3%A0+N%E1%BB%99i+100000,+Vietnam/@21.0341022,105.8470737,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abbe86c43e21:0xcc8e9b1bbd58db74!8m2!3d21.0341022!4d105.8470737!16s%2Fg%2F11w88c1zm7?entry=ttu&g_ep=EgoyMDI2MDIwNC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",,,,21.0341022,105.8470737
Hoàn Kiếm,Photo Slate Hoàn Kiếm,"https://www.google.com/maps/place/PHOTO+TIME+-+LOTTE+MALL+WEST+LAKE+HANOI/@21.0744534,105.8128582,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab5620519a9d:0x6508670b6a36dd07!8m2!3d21.0744534!4d105.8128582!16s%2Fg%2F11vdtlkq23?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0744534,105.8128582
Hoàn Kiếm,PHOTOBY VIETNAM,"https://www.google.com/maps/place/PHOTO+EVE(%ED%8F%AC%ED%86%A0%EC%9D%B4%EB%B8%8C)/@21.0381536,105.8470138,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab004323f579:0x6949eeceb33f0822!8m2!3d21.0381536!4d105.8470138!16s%2Fg%2F11yd7hf231?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0381536,105.8470138
Hoàn Kiếm,Wis Corner - Photobooth 85 Thợ Nhuộm,"https://www.google.com/maps/place/SNAP+BOX+H%C3%80NG+G%C3%80+%7C+Premium+Self-Photo+Studio/@21.0342641,105.8471037,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab51e94af0db:0x3fc558922be6a8c2!8m2!3d21.0342641!4d105.8471037!16s%2Fg%2F11x6sct7kw?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0342641,105.8471037
Hoàn Kiếm,PHOTO EVE(포토이브),"https://www.google.com/maps/place/PHOTO+TIME+-+35B+NGUY%E1%BB%84N+H%E1%BB%AEU+HU%C3%82N/@21.0336666,105.8545438,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab6afd44027b:0x9cc28e30917d1c15!8m2!3d21.0336666!4d105.8545438!16s%2Fg%2F11lym9n1q9?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0336666,105.8545438
Hoàn Kiếm,95 P. Hàng Gà ,"https://www.google.com/maps/place/Photo+Slate+Ho%C3%A0n+Ki%E1%BA%BFm/@21.0336459,105.8501745,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab700a611889:0x25155fd068179fca!8m2!3d21.0336459!4d105.8501745!16s%2Fg%2F11ypr4_yxs?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0336459,105.8501745
Hoàn Kiếm,SNAP BOX HÀNG GÀ | Premium Self-Photo Studio,"https://www.google.com/maps/place/Photo+Rain/@21.030518,105.8441466,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab0050b556cd:0x1f80292471d0df80!8m2!3d21.030518!4d105.8441466!16s%2Fg%2F11wj51phr9?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.030518,105.8441466
Hoàn Kiếm,MonoClick PhotoBooth,"https://www.google.com/maps/place/momentfilm+T%E1%BB%91ng+Duy+T%C3%A2n/@21.0292903,105.8433295,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abbc55c1f379:0x8409ebcbf6d047f5!8m2!3d21.0292903!4d105.8433295!16s%2Fg%2F11tx5x1l43?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0292903,105.8433295
Hoàn Kiếm,Photo Razzle Dazzle Hoàn Kiếm,"https://www.google.com/maps/place/Foto.Flicker+Photobooth/@21.02899,105.848832,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab77ea19d617:0x5038df199caedbf1!8m2!3d21.02899!4d105.848832!16s%2Fg%2F11wx57419m?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.02899,105.848832
Hoàn Kiếm,Linh Linh Photo Booth,"https://www.google.com/maps/place/Hanoism/@21.0289182,105.8455772,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab8d356dd23b:0xf916312cad1e859!8m2!3d21.0289182!4d105.8455772!16s%2Fg%2F11xfj3mpsx?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0289182,105.8455772
Hoàn Kiếm,momentfilm Tống Duy Tân,"https://www.google.com/maps/place/Photo+Palette+-+Ho%C3%A0n+Ki%E1%BA%BFm/@21.0285228,105.8495635,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab03ee0588df:0x5892d68cf8e0367b!8m2!3d21.0285228!4d105.8495635!16s%2Fg%2F11kjyj9_71?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0285228,105.8495635
Hoàn Kiếm,Momentfilm Hạ Hồi,"https://www.google.com/maps/place/FilmoraVN+-+Premium+Selfbooth/@21.0282336,105.8448533,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab003d62ec9d:0x8ca100ebaff95370!8m2!3d21.0282336!4d105.8448533!16s%2Fg%2F11ypd1897k?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0282336,105.8448533
Hoàn Kiếm,Photo Palette - Hoàn Kiếm,"https://www.google.com/maps/place/Fancy+Film+Photobooth/@21.0267247,105.8450829,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab04a633e753:0xf898de8a7eb920bf!8m2!3d21.0267247!4d105.8450829!16s%2Fg%2F11xf2_fkfd?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0267247,105.8450829
Hoàn Kiếm,Haru Film Hàng Khay,"https://www.google.com/maps/place/Linh+Linh+Photo+Booth/@21.0255847,105.8524427,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abc7e0a27eb9:0x15791b7ca649e98a!8m2!3d21.0255847!4d105.8524427!16s%2Fg%2F11wv23mwxt?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0255847,105.8524427
Hoàn Kiếm,Life4cuts photobooth - 인생네컷,"https://www.google.com/maps/place/Haru+Film+H%C3%A0ng+Khay/@21.0255341,105.8526345,17z/data=!3m1!4b1!4m6!3m5!1s0x3135aba5e1c3302d:0x1de1c0b31ce64ff5!8m2!3d21.0255341!4d105.8526345!16s%2Fg%2F11vx71xwm1?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0255341,105.8526345
Hoàn Kiếm,PHOTO TIME - LOTTE MALL WEST LAKE HANOI,"https://www.google.com/maps/place/Photo+Razzle+Dazzle+Ho%C3%A0n+Ki%E1%BA%BFm/@21.0250495,105.8529526,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab00543d48b5:0x22e9556fb2fdc52d!8m2!3d21.0250495!4d105.8529526!16s%2Fg%2F11ygx0b2hx?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0250495,105.8529526
Hoàn Kiếm,PHOTO TIME - 35B NGUYỄN HỮU HUÂN,"https://www.google.com/maps/place/Wis+Corner+-+Photobooth+85+Th%E1%BB%A3+Nhu%E1%BB%99m/@21.0230519,105.8485456,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab0019564efb:0x24982e8de11bcbdf!8m2!3d21.0230519!4d105.8485456!16s%2Fg%2F11x6vmfg50?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0230519,105.8485456
Hoàn Kiếm,Fancy Film Photobooth,"https://www.google.com/maps/place/MonoClick+PhotoBooth/@21.0218297,105.8500564,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab005d1b1abb:0xd4c0239175bbe91c!8m2!3d21.0218297!4d105.8500564!16s%2Fg%2F11x6b_bdbh?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0218297,105.8500564
Hoàn Kiếm,Foto.Flicker Photobooth,"https://www.google.com/maps/place/Momentfilm+H%E1%BA%A1+H%E1%BB%93i/@21.0212543,105.8476901,17z/data=!3m1!4b1!4m6!3m5!1s0x3135abb7196fe68b:0x9e7a0bbcd01c193d!8m2!3d21.0212543!4d105.8476901!16s%2Fg%2F11xyrcr3pb?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0212543,105.8476901
Hoàn Kiếm,Photo Rain,"https://www.google.com/maps/place/PHOTOBY+VIETNAM/@21.0195793,105.8499737,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ab004afcf2ad:0x4074ba57d97c6c96!8m2!3d21.0195793!4d105.8499737!16s%2Fg%2F11w3mm40vf?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0195793,105.8499737
Hoàn Kiếm,Hanoism,"https://www.google.com/maps/place/Life4cuts+photobooth+-+%EC%9D%B8%EC%83%9D%EB%84%A4%EC%BB%B7/@21.0075538,105.8105384,13z/data=!4m10!1m2!2m1!1slife4cuts!3m6!1s0x3135ab006be718d3:0x46a4d4ffe26f7ec0!8m2!3d21.028093!4d105.8499491!15sCglsaWZlNGN1dHNaCyIJbGlmZTRjdXRzkgELcGhvdG9fYm9vdGjgAQA!16s%2Fg%2F11w9skrrqs?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,21.0075538,105.8105384
Hoàng Mai,Fun Studio Tân Mai,"https://www.google.com/maps/place/Fun+Studio+T%C3%A2n+Mai/@20.9835335,105.8494104,17z/data=!3m1!4b1!4m6!3m5!1s0x3135ade3f93378e5:0xab68588e8e150068!8m2!3d20.9835335!4d105.8494104!16s%2Fg%2F11wq31w2lw?entry=ttu&g_ep=EgoyMDI2MDIwMy4wIKXMDSoASAFQAw%3D%3D",,,,20.9835335,105.8494104
